UKPRN,PROVIDER_NAME,KISCOURSEID,KISMODE,COURSE_TITLE,DATASET_ITEM_AFFECTED,SBJ,WEBSITE_SECTION,DATE,NOTES
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,EMPLOYMENT,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,EMPLOYMENT,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,ENTRY,CAH15-01-03,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,ENTRY,CAH15-04-02,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,JOBTYPE,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,JOBTYPE,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,NSS,CAH15-01-03,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,NSS,CAH15-04,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,SALARY,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,SALARY,CAH15-04,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,TARIFF,CAH15-01-03,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTAACSH,1,Astudiaethau Addysg: Cymunedau,TARIFF,CAH15-04,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,COMMON,CAH22-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,COMMON,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,CONTINUATION,CAH22-01-01,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,CONTINUATION,CAH15-04,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,DEGREECLASS,CAH22-01-01,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,DEGREECLASS,CAH15-04-02,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,EMPLOYMENT,CAH22-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,EMPLOYMENT,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,ENTRY,CAH22-01-01,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,ENTRY,CAH15-04-02,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,JOBTYPE,CAH22-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,JOBTYPE,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,NSS,CAH22-01-01,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,NSS,CAH15-04,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,SALARY,CAH22-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,SALARY,CAH15-04,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,TARIFF,CAH22-01-01,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADDSH,1,Astudiaethau Addysg: Dysgwyr a Dysgu Cyfoes,TARIFF,CAH15-04,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,COMMON,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,COMMON,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,CONTINUATION,CAH15-01-03,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,CONTINUATION,CAH15-04,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,DEGREECLASS,CAH15-01-03,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,DEGREECLASS,CAH15-04-02,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,EMPLOYMENT,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,EMPLOYMENT,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,ENTRY,CAH15-01-03,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,ENTRY,CAH15-04-02,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,JOBTYPE,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,JOBTYPE,CAH15-04-02,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,NSS,CAH15-01-03,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,NSS,CAH15-04,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,SALARY,CAH15-01-03,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,SALARY,CAH15-04,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,TARIFF,CAH15-01-03,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDADYSH,1,Astudiaethau Addysg: Anghenion Ddysgu Ychwanegol a Chynhwysiant,TARIFF,CAH15-04,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEDSTUDASRSH,1,Astudiaethau Addysg: Safbwyntiau Rhyngwladol,KISCOURSE,N/A,All sections,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,COMMON AND/OR JOBLIST,CAH04-01,Employment & accreditation,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,CONTINUATION,CAH04-01,Continuation & degree results,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,DEGREECLASS,CAH04-01,Continuation & degree results,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,EMPLOYMENT,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,EMPLOYMENT,CAH04-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,ENTRY,CAH04-01,Entry information,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,JOBTYPE,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,JOBTYPE,CAH04-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,NSS,CAH04-01,Student satisfaction,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,SALARY,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,SALARY,CAH04-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEHSH,1,Mental Health,TARIFF,CAH04-01,Entry information,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,COMMON,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,COMMON,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,CONTINUATION,,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,CONTINUATION,CAH22-01-01,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,DEGREECLASS,,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,DEGREECLASS,CAH22-01-01,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,EMPLOYMENT,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,EMPLOYMENT,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,ENTRY,,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,ENTRY,CAH22-01-01,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,JOBTYPE,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,JOBTYPE,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,NSS,,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,NSS,CAH22-01-01,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,SALARY,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,SALARY,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,TARIFF,,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECEYPSSH,1,Early Years Education and Care: Early Years Practitioner Status,TARIFF,CAH22-01-01,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,COMMON,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,COMMON,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,CONTINUATION,,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,CONTINUATION,CAH22-01-01,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,DEGREECLASS,,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,DEGREECLASS,CAH22-01-01,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,EMPLOYMENT,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,EMPLOYMENT,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,ENTRY,,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,ENTRY,CAH22-01-01,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,JOBTYPE,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,JOBTYPE,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,NSS,,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,NSS,CAH22-01-01,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,SALARY,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,SALARY,CAH22-01-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,TARIFF,,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MEYECGBPSSH,1,Addysg a Gofal Blynyddoedd Cynnar: Statws Ymarferydd Cynnar,TARIFF,CAH22-01-01,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-MTSH,1,Musical Theatre,KISCOURSE,N/A,All sections,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-MUTSH,1,Creative Music Technology,KISCOURSE,N/A,All sections,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PHSHFD,1,Philosophy with Foundation Year,KISCOURSE,N/A,All sections,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",COMMON,CAH20-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",COMMON,CAH15-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",CONTINUATION,CAH20-01-01,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",CONTINUATION,CAH15-01,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",DEGREECLASS,CAH20-01-01,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",DEGREECLASS,CAH15-01,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",EMPLOYMENT,CAH20-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",EMPLOYMENT,CAH15-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",ENTRY,CAH20-01-01,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",ENTRY,CAH15-01,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",JOBTYPE,CAH20-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",JOBTYPE,CAH15-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",NSS,CAH20-01-01,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",NSS,CAH15-01,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",SALARY,CAH20-01-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",SALARY,CAH15-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",TARIFF,CAH20-01-01,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PPESH,1,"Philosophy, Politics and Economics",TARIFF,CAH15-01,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,COMMON AND/OR JOBLIST,CAH15,Employment & accreditation,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,DEGREECLASS,CAH15,Continuation & degree results,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,EMPLOYMENT,CAH15,Employment & accreditation,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,ENTRY,CAH15,Entry information,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,JOBTYPE,CAH15,Employment & accreditation,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,NSS,CAH15,Student satisfaction,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,SALARY,CAH15,Employment & accreditation,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSCSH,1,Policing,TARIFF,CAH15,Entry information,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-PSYSH,1,Psychology,EMPLOYMENT,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PSYSH,1,Psychology,EMPLOYMENT,CAH04-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PSYSH,1,Psychology,JOBTYPE,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PSYSH,1,Psychology,JOBTYPE,CAH04-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-PSYSH,1,Psychology,SALARY,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-PSYSH,1,Psychology,SALARY,CAH04-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,CONTINUATION,CAH10-01,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,CONTINUATION,CAH13-01-02,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,EMPLOYMENT,CAH10-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,EMPLOYMENT,,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,ENTRY,CAH10-01,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,ENTRY,CAH13-01-02,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,NSS,CAH10-01,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,NSS,,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,TARIFF,CAH10-01,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-QSUHND,1,Quantity Surveying,TARIFF,,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-REMSHHND,1,Rural Enterprise Management,SALARY,,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-REMSHHND,1,Rural Enterprise Management,SALARY,CAH17-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-REMSHHND,1,Rural Enterprise Management,TARIFF,CAH17-01,Entry information,13/11/2018,Updated
10007858,University of Wales Trinity Saint David,KIS-RSSHFD,1,Religious Studies with Foundation Year,KISCOURSE,N/A,All sections,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SAESH,1,STEM (Automotive Engineering Stream),KISCOURSE,N/A,All sections,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,COMMON,CAH21-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,COMMON,CAH11-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,CONTINUATION,CAH21-01-05,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,CONTINUATION,CAH11-01-04,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,DEGREECLASS,CAH21-01-05,Continuation & degree results,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,DEGREECLASS,CAH11-01-04,Continuation & degree results,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,EMPLOYMENT,CAH21-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,EMPLOYMENT,CAH11-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,ENTRY,CAH21-01-05,Entry information,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,ENTRY,CAH11-01-04,Entry information,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,JOBTYPE,CAH21-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,JOBTYPE,CAH11-01,Employment & accreditation,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,NSS,CAH21-01,Student satisfaction,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,NSS,CAH11-01,Student satisfaction,13/11/2018,Removed
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,SALARY,CAH21-01,Employment & accreditation,13/11/2018,New
10007858,University of Wales Trinity Saint David,KIS-SECSH,1,Computing (Software Engineering,SALARY,CAH11-01,Employment & accreditation,13/11/2018,Removed
