UKPRN,PROVIDER_NAME,KISCOURSEID,KISMODE,COURSE_TITLE,DATASET_ITEM_AFFECTED,SBJ,WEBSITE_SECTION,DATE,NOTES
10007149,The University of Hull,021603,1,American Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,021605,1,American Studies with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,091607,1,Drama with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,091614,1,Digital Design with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,141618,1,English and Music,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,141620,1,English with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,191602,1,Spanish and Latin American Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,201603,1,History,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,201611,1,History with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,201612,1,History and English,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,201616,1,History and American Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,251616,1,Music with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,251617,1,Music and Film Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,271603,1,Philosophy and Religion,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,541602,1,Game and Entertainment Design with a Modern Language and a Year in Industry,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,901605,1,Film Studies with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,901605,2,Film Studies with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,DR0004,1,Game and Entertainment Design with a Modern Language,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,DR0005,1,Digital Design with a Modern Language (with a Year in Industry),KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,LAN034,1,Modern Languages and English,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007149,The University of Hull,LAN035,1,Modern Languages and Film Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007160,The University of Surrey,UCC31F0001U,1,Biochemistry,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UCC31S0001U,1,Biochemistry,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UGB19F0003U,1,Mathematics with Statistics,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UGB19S0004U,1,Mathematics with Statistics,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UPG13F0021U,1,English Literature with German,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UPG13S0021U,1,English Literature with German,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UTA10F0005U,1,Nursing Studies (Registered Mental Health Nursing) with Foundation Year,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UTA10F0006U,1,Nursing Studies (Registered Nurse Adult Nursing) with Foundation Year,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UTA10F0007U,1,Nursing Studies (Child Nursing) with Foundation Year,KISCOURSE,N/A,All sections,27/11/2018,New
10007160,The University of Surrey,UKX10S0007U,1,Business Management and German,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007160,The University of Surrey,ULG13F0013U,1,Media Studies with Film Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007160,The University of Surrey,ULG13S0013U,1,Media Studies with Film Studies,KISCOURSE,N/A,All sections,27/11/2018,Removed
10007856,Aberystwyth University,BSC_C843,1,Psychology with Counselling,KISCOURSE,N/A,All sections,27/11/2018,New
10007856,Aberystwyth University,BSC_L1N1,1,Economics / Business and Management,KISCOURSE,N/A,All sections,27/11/2018,New
10007856,Aberystwyth University,BSC_N4L1,1,Accounting and Finance / Economics,KISCOURSE,N/A,All sections,27/11/2018,New
10007856,Aberystwyth University,BSC_N4N1,1,Accounting and Finance / Business and Management,KISCOURSE,N/A,All sections,27/11/2018,New
10007856,Aberystwyth University,BSC_N4N9,1,Accounting and Finance / Marketing,KISCOURSE,N/A,All sections,27/11/2018,New
10007856,Aberystwyth University,BSC_N5N1,1,Marketing / Business and Management,KISCOURSE,N/A,All sections,27/11/2018,New
10007856,Aberystwyth University,BSC_N8N5,1,Tourism Management / Marketing,KISCOURSE,N/A,All sections,27/11/2018,New
10001850,Darlington College,CNAFND-D_FT,1,Computing (Networking),KISCOURSE,N/A,All sections,04/12/2018,Removed
10002917,Hartlepool College of Further Education,PBSFND-H_FT,1,Public Services,KISCOURSE,N/A,All sections,04/12/2018,New
10003614,The University of Winchester,BBITSINGL9P,2,Business Management for Information Technology,KISCOURSE,N/A,All sections,04/12/2018,Removed
10003614,The University of Winchester,BISMSINGL9P,2,Information Systems Management,KISCOURSE,N/A,All sections,04/12/2018,Removed
10004116,East Coast College,YSWARTFDU-Y,1,"Social Welfare, Advice & Guidance Practice",KISCOURSE,N/A,All sections,04/12/2018,New
10004116,East Coast College,YSPRRTFDU-Y,1,Social Care Practice,KISCOURSE,N/A,All sections,04/12/2018,Removed
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),COMMON AND/OR JOBLIST,CAH22-01-01,Employment & accreditation,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),CONTINUATION,,Continuation & degree results,04/12/2018,New
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),CONTINUATION,CAH22-01-01,Continuation & degree results,04/12/2018,Removed
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),EMPLOYMENT,CAH22-01-01,Employment & accreditation,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),ENTRY,,Entry information,04/12/2018,New
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),ENTRY,CAH22-01-01,Entry information,04/12/2018,Removed
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),JOBTYPE,CAH22-01-01,Employment & accreditation,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),NHSNSS,,Student satisfaction,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),NSS,,Student satisfaction,04/12/2018,New
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),NSS,CAH22-01-01,Student satisfaction,04/12/2018,Removed
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),SALARY,,Employment & accreditation,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,UNUL-12100,2,Education (accelerated),TARIFF,,Entry information,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,USFC-11700,2,Early Childhood Studies (accelerated),COMMON AND/OR JOBLIST,CAH22-01-01,Employment & accreditation,04/12/2018,Updated
10004603,Newcastle and Stafford Colleges Group,USFC-11700,2,Early Childhood Studies (accelerated),JOBTYPE,CAH22-01-01,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-04931,2,Policing and Criminal Investigation,COMMON AND/OR JOBLIST,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-04931,2,Policing and Criminal Investigation,EMPLOYMENT,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-04931,2,Policing and Criminal Investigation,JOBTYPE,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-04931,2,Policing and Criminal Investigation,NSS,,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-04931,2,Policing and Criminal Investigation,NSS,CAH15,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-05751,2,Sociology,COMMON AND/OR JOBLIST,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-05751,2,Sociology,EMPLOYMENT,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-05751,2,Sociology,JOBTYPE,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-05751,2,Sociology,NSS,,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-05751,2,Sociology,NSS,CAH15,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-06585,2,Geography,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-07487,2,English And Creative Writing,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-07615,2,Illustration,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-09520,2,"Social Welfare Law, Policy and Advice Practice",COMMON AND/OR JOBLIST,CAH15,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-09520,2,"Social Welfare Law, Policy and Advice Practice",NSS,,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-09520,2,"Social Welfare Law, Policy and Advice Practice",NSS,CAH15,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11221,2,Sound Design,COMMON,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,CONTINUATION,CAH10,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,DEGREECLASS,CAH10,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,EMPLOYMENT,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,ENTRY,CAH10,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,ENTRY,,Entry information,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11221,2,Sound Design,JOBTYPE,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,NSS,CAH10,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,NSS,,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11221,2,Sound Design,SALARY,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11221,2,Sound Design,SALARY,,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11607,2,International Relations,NSS,,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-11607,2,International Relations,NSS,CAH15,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,COMMON,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,COMMON,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,CONTINUATION,CAH10-01-02,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,CONTINUATION,CAH10-01-03,Continuation & degree results,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,DEGREECLASS,CAH10-01-02,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,DEGREECLASS,CAH10-01,Continuation & degree results,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,EMPLOYMENT,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,EMPLOYMENT,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,ENTRY,CAH10-01-02,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,ENTRY,CAH10-01,Entry information,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,JOBTYPE,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,JOBTYPE,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,NSS,CAH10-01-02,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,NSS,CAH10-01,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,SALARY,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,SALARY,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,LEO,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,LEO,CAH10-01-03,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,TARIFF,CAH10-01-02,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,TARIFF,CAH10-01,Entry information,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),COMMON,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),COMMON,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),CONTINUATION,CAH10-01-02,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),CONTINUATION,CAH10-01-03,Continuation & degree results,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),DEGREECLASS,CAH10-01-02,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),DEGREECLASS,CAH10-01,Continuation & degree results,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),EMPLOYMENT,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),EMPLOYMENT,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),ENTRY,CAH10-01-02,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),ENTRY,CAH10-01,Entry information,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),JOBTYPE,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),JOBTYPE,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),NHSNSS,,Student satisfaction,04/12/2018,Updated
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),NSS,CAH10-01-02,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),NSS,CAH10-01,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),SALARY,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),SALARY,CAH10-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),LEO,CAH10-01-02,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),LEO,CAH10-01-03,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),TARIFF,CAH10-01-02,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-11696,1,Automotive Engineering (with a placement year),TARIFF,CAH10-01,Entry information,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11699,1,Mechanical Engineering (with a placement year),COMMON,CAH10-01-02,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-11699,1,Mechanical Engineering (with a placement year),DEGREECLASS,CAH10-01-02,Continuation & degree results,04/12/2018,Updated
10006299,Staffordshire University,SSTK-11699,1,Mechanical Engineering (with a placement year),EMPLOYMENT,CAH10-01-02,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-11699,1,Mechanical Engineering (with a placement year),JOBTYPE,CAH10-01-02,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-11699,1,Mechanical Engineering (with a placement year),SALARY,CAH10-01-02,Employment & accreditation,04/12/2018,Updated
10006299,Staffordshire University,SSTK-11856,2,Criminology,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-11862,1,Sociology (with a placement year),KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-11863,1,Professional Policing,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-11864,2,Professional Policing,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,COMMON,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,CONTINUATION,CAH10,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,DEGREECLASS,CAH10,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,EMPLOYMENT,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,ENTRY,CAH10,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,ENTRY,,Entry information,04/12/2018,Removed
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,JOBTYPE,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,NSS,CAH10,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,NSS,,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,SALARY,CAH10,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,SALARY,,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-12243,2,General Engineering,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-12245,2,Automotive Engineering,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-12247,2,Electrical and Electronic Engineering,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-12249,2,Mechanical Engineering,KISCOURSE,N/A,All sections,04/12/2018,New
10006299,Staffordshire University,SSTK-12308,1,Computer Science,ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12308,1,Computer Science,TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12310,1,Computer Science (with a foundation year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12310,1,Computer Science (with a foundation year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12311,1,Computer Science (with a placement year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12311,1,Computer Science (with a placement year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12313,1,Computer Science (Software Development),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12313,1,Computer Science (Software Development),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12315,1,Computer Science (Software Development) (with a foundation year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12315,1,Computer Science (Software Development) (with a foundation year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12316,1,Computer Science (Software Development) (with a placement year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12316,1,Computer Science (Software Development) (with a placement year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12318,1,Computer Science (Cyber Security),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12318,1,Computer Science (Cyber Security),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12320,1,Computer Science (Cyber Security) (with a foundation year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12320,1,Computer Science (Cyber Security) (with a foundation year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12321,1,Computer Science (Cyber Security) (with a placement year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12321,1,Computer Science (Cyber Security) (with a placement year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12323,1,"Computer Science (Cloud, Networks and Security)",ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12323,1,"Computer Science (Cloud, Networks and Security)",TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12325,1,"Computer Science (Cloud, Networks and Security) (with a foundation year)",ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12325,1,"Computer Science (Cloud, Networks and Security) (with a foundation year)",TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12326,1,"Computer Science (Cloud, Networks and Security) (with a placement year)",ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12326,1,"Computer Science (Cloud, Networks and Security) (with a placement year)",TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12328,1,Computer Science (Internet and Media Technologies),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12328,1,Computer Science (Internet and Media Technologies),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12330,1,Computer Science (Internet and Media Technologies) (with a foundation year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12330,1,Computer Science (Internet and Media Technologies) (with a foundation year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12331,1,Computer Science (Internet and Media Technologies) (with a placement year),ENTRY,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12331,1,Computer Science (Internet and Media Technologies) (with a placement year),TARIFF,CAH11-01-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12333,1,AI and Robotics,ENTRY,CAH11-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12333,1,AI and Robotics,TARIFF,CAH11-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,COMMON,CAH10-01,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,CONTINUATION,CAH10-01,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,DEGREECLASS,CAH10-01,Continuation & degree results,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,EMPLOYMENT,CAH10-01,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,ENTRY,CAH10-01,Entry information,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,JOBTYPE,CAH10-01,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,NSS,CAH10-01,Student satisfaction,04/12/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,NSS,,Student satisfaction,04/12/2018,Removed
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,SALARY,CAH10-01,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,SSTK-12335,1,AI and Robotics (with a foundation year),ENTRY,CAH11-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12335,1,AI and Robotics (with a foundation year),TARIFF,CAH11-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12336,1,AI and Robotics (with a placement year),ENTRY,CAH11-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,SSTK-12336,1,AI and Robotics (with a placement year),TARIFF,CAH11-01,Entry information,04/12/2018,Updated
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),COMMON,,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),COMMON,CAH22-01-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),EMPLOYMENT,,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),EMPLOYMENT,CAH22-01-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),JOBTYPE,,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),JOBTYPE,CAH22-01-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),SALARY,,Employment & accreditation,04/12/2018,New
10006299,Staffordshire University,USTC-09742,2,Education (accelerated),SALARY,CAH22-01-01,Employment & accreditation,04/12/2018,Removed
10006299,Staffordshire University,SSTK-05912,2,Forensic Investigation,KISCOURSE,N/A,All sections,04/12/2018,Removed
10006299,Staffordshire University,SSTK-09519,2,"Social Welfare Law, Policy And Advice Practice",KISCOURSE,N/A,All sections,04/12/2018,Removed
10006299,Staffordshire University,SSTK-11922,2,Social Work,KISCOURSE,N/A,All sections,04/12/2018,Removed
10006299,Staffordshire University,USTC-04722,1,Computing (with a foundation year),KISCOURSE,N/A,All sections,04/12/2018,Removed
10006566,The University of West London,BAPMUW001O,1,Popular Music and Worship,KISCOURSE,N/A,All sections,04/12/2018,New
10006566,The University of West London,BNURAD001W,1,Adult Nursing,COMMON,CAH02-01-02,Employment & accreditation,04/12/2018,New
10006566,The University of West London,BNURAD001W,1,Adult Nursing,COMMON,CAH02-01-01,Employment & accreditation,04/12/2018,Removed
10006566,The University of West London,BNURAD001W,1,Adult Nursing,CONTINUATION,CAH02-01-02,Continuation & degree results,04/12/2018,New
10006566,The University of West London,BNURAD001W,1,Adult Nursing,CONTINUATION,CAH02-01-01,Continuation & degree results,04/12/2018,Removed
10006566,The University of West London,BNURAD001W,1,Adult Nursing,DEGREECLASS,CAH02-01-02,Continuation & degree results,04/12/2018,New
10006566,The University of West London,BNURAD001W,1,Adult Nursing,DEGREECLASS,CAH02-01-01,Continuation & degree results,04/12/2018,Removed
